provider,decile,cumulative_percentage,group,location_no,location_yes
"Imperial College of Science, Technology and Medicine",9,59,required,0,1
"Imperial College of Science, Technology and Medicine",10,100,required,0,1
University of Durham,0,0,required,1,0
University of Durham,1,2,required,1,0
University of Durham,2,5,required,1,0
University of Durham,3,10,required,1,0
University of Durham,4,17,required,1,0
University of Durham,5,25,required,1,0
University of Durham,6,35,required,1,0
University of Durham,7,46,required,1,0
University of Durham,8,59,required,1,0
University of Durham,9,75,required,1,0
University of Durham,10,100,required,1,0
University of Durham,0,0,required,0,1
University of Durham,1,2,required,0,1
University of Durham,2,5,required,0,1
University of Durham,3,10,required,0,1
University of Durham,4,16,required,0,1
University of Durham,5,24,required,0,1
University of Durham,6,32,required,0,1
University of Durham,7,42,required,0,1
University of Durham,8,55,required,0,1
University of Durham,9,72,required,0,1
University of Durham,10,100,required,0,1
The University of Kent,0,0,required,1,0
The University of Kent,1,5,required,1,0
The University of Kent,2,11,required,1,0
The University of Kent,3,18,required,1,0
The University of Kent,4,27,required,1,0
The University of Kent,5,37,required,1,0
The University of Kent,6,48,required,1,0
The University of Kent,7,59,required,1,0
The University of Kent,8,71,required,1,0
The University of Kent,9,85,required,1,0
The University of Kent,10,100,required,1,0
The University of Kent,0,0,required,0,1
The University of Kent,1,4,required,0,1
The University of Kent,2,9,required,0,1
The University of Kent,3,16,required,0,1
The University of Kent,4,25,required,0,1
The University of Kent,5,35,required,0,1
The University of Kent,6,46,required,0,1
The University of Kent,7,57,required,0,1
The University of Kent,8,69,required,0,1
The University of Kent,9,80,required,0,1
The University of Kent,10,100,required,0,1
University of Manchester,0,0,required,1,0
University of Manchester,1,4,required,1,0
University of Manchester,2,9,required,1,0
University of Manchester,3,16,required,1,0
University of Manchester,4,24,required,1,0
University of Manchester,5,33,required,1,0
University of Manchester,6,43,required,1,0
University of Manchester,7,54,required,1,0
University of Manchester,8,66,required,1,0
University of Manchester,9,80,required,1,0
University of Manchester,10,100,required,1,0
University of Manchester,0,0,required,0,1
University of Manchester,1,6,required,0,1
University of Manchester,2,13,required,0,1
University of Manchester,3,22,required,0,1
University of Manchester,4,32,required,0,1
University of Manchester,5,41,required,0,1
University of Manchester,6,50,required,0,1
University of Manchester,7,59,required,0,1
University of Manchester,8,70,required,0,1
University of Manchester,9,83,required,0,1
University of Manchester,10,100,required,0,1
The University of Sussex,0,0,required,1,0
The University of Sussex,1,4,required,1,0
The University of Sussex,2,9,required,1,0
The University of Sussex,3,16,required,1,0
The University of Sussex,4,25,required,1,0
The University of Sussex,5,34,required,1,0
The University of Sussex,6,44,required,1,0
The University of Sussex,7,55,required,1,0
The University of Sussex,8,67,required,1,0
The University of Sussex,9,81,required,1,0
The University of Sussex,10,100,required,1,0
The University of Sussex,0,0,required,0,1
The University of Sussex,1,4,required,0,1
The University of Sussex,2,9,required,0,1
The University of Sussex,3,16,required,0,1
The University of Sussex,4,24,required,0,1
The University of Sussex,5,33,required,0,1
The University of Sussex,6,44,required,0,1
The University of Sussex,7,56,required,0,1
The University of Sussex,8,68,required,0,1
The University of Sussex,9,80,required,0,1
The University of Sussex,10,100,required,0,1
Oxford Brookes University,0,0,required,1,0
Oxford Brookes University,1,5,required,1,0
Oxford Brookes University,2,11,required,1,0
Oxford Brookes University,3,18,required,1,0
Oxford Brookes University,4,27,required,1,0
Oxford Brookes University,5,37,required,1,0
Oxford Brookes University,6,48,required,1,0
Oxford Brookes University,7,59,required,1,0
Oxford Brookes University,8,71,required,1,0
Oxford Brookes University,9,84,required,1,0
Oxford Brookes University,10,100,required,1,0
Oxford Brookes University,0,0,required,0,1
Oxford Brookes University,1,4,required,0,1
Oxford Brookes University,2,9,required,0,1
Oxford Brookes University,3,16,required,0,1
Oxford Brookes University,4,24,required,0,1
Oxford Brookes University,5,33,required,0,1
Oxford Brookes University,6,43,required,0,1
Oxford Brookes University,7,53,required,0,1
Oxford Brookes University,8,65,required,0,1
Oxford Brookes University,9,78,required,0,1
Oxford Brookes University,10,100,required,0,1
The University of Winchester,0,0,required,1,0
The University of Winchester,1,5,required,1,0
The University of Winchester,2,11,required,1,0
The University of Winchester,3,19,required,1,0
The University of Winchester,4,28,required,1,0
The University of Winchester,5,38,required,1,0
The University of Winchester,6,49,required,1,0
The University of Winchester,7,60,required,1,0
The University of Winchester,8,72,required,1,0
The University of Winchester,9,85,required,1,0
The University of Winchester,10,100,required,1,0
The University of Winchester,0,0,required,0,1
The University of Winchester,1,4,required,0,1
The University of Winchester,2,9,required,0,1
The University of Winchester,3,15,required,0,1
The University of Winchester,4,23,required,0,1
The University of Winchester,5,32,required,0,1
The University of Winchester,6,42,required,0,1
The University of Winchester,7,53,required,0,1
The University of Winchester,8,66,required,0,1
The University of Winchester,9,81,required,0,1
The University of Winchester,10,100,required,0,1
The Manchester Metropolitan University,0,0,required,1,0
The Manchester Metropolitan University,1,5,required,1,0
The Manchester Metropolitan University,2,11,required,1,0
The Manchester Metropolitan University,3,18,required,1,0
The Manchester Metropolitan University,4,27,required,1,0
The Manchester Metropolitan University,5,37,required,1,0
The Manchester Metropolitan University,6,48,required,1,0
The Manchester Metropolitan University,7,59,required,1,0
The Manchester Metropolitan University,8,71,required,1,0
The Manchester Metropolitan University,9,84,required,1,0
The Manchester Metropolitan University,10,100,required,1,0
The Manchester Metropolitan University,0,0,required,0,1
The Manchester Metropolitan University,1,7,required,0,1
The Manchester Metropolitan University,2,15,required,0,1
The Manchester Metropolitan University,3,25,required,0,1
The Manchester Metropolitan University,4,36,required,0,1
The Manchester Metropolitan University,5,45,required,0,1
The Manchester Metropolitan University,6,53,required,0,1
The Manchester Metropolitan University,7,62,required,0,1
The Manchester Metropolitan University,8,73,required,0,1
The Manchester Metropolitan University,9,86,required,0,1
The Manchester Metropolitan University,10,100,required,0,1
University of Plymouth,0,0,required,1,0
University of Plymouth,1,5,required,1,0
University of Plymouth,2,11,required,1,0
University of Plymouth,3,18,required,1,0
University of Plymouth,4,27,required,1,0
University of Plymouth,5,37,required,1,0
University of Plymouth,6,48,required,1,0
University of Plymouth,7,59,required,1,0
University of Plymouth,8,71,required,1,0
University of Plymouth,9,84,required,1,0
University of Plymouth,10,100,required,1,0
University of Plymouth,0,0,required,0,1
University of Plymouth,1,5,required,0,1
University of Plymouth,2,10,required,0,1
University of Plymouth,3,18,required,0,1
University of Plymouth,4,26,required,0,1
University of Plymouth,5,36,required,0,1
University of Plymouth,6,48,required,0,1
University of Plymouth,7,61,required,0,1
University of Plymouth,8,74,required,0,1
University of Plymouth,9,85,required,0,1
University of Plymouth,10,100,required,0,1
The University of Exeter,0,0,required,1,0
The University of Exeter,1,2,required,1,0
The University of Exeter,2,5,required,1,0
The University of Exeter,3,10,required,1,0
The University of Exeter,4,17,required,1,0
The University of Exeter,5,25,required,1,0
The University of Exeter,6,35,required,1,0
The University of Exeter,7,46,required,1,0
The University of Exeter,8,59,required,1,0
The University of Exeter,9,75,required,1,0
The University of Exeter,10,100,required,1,0
The University of Exeter,0,0,required,0,1
The University of Exeter,1,2,required,0,1
The University of Exeter,2,5,required,0,1
The University of Exeter,3,9,required,0,1
The University of Exeter,4,15,required,0,1
The University of Exeter,5,22,required,0,1
The University of Exeter,6,33,required,0,1
The University of Exeter,7,45,required,0,1
The University of Exeter,8,58,required,0,1
The University of Exeter,9,73,required,0,1
The University of Exeter,10,100,required,0,1
The University of Lincoln,0,0,required,1,0
The University of Lincoln,1,5,required,1,0
The University of Lincoln,2,11,required,1,0
The University of Lincoln,3,18,required,1,0
The University of Lincoln,4,27,required,1,0
The University of Lincoln,5,37,required,1,0
The University of Lincoln,6,48,required,1,0
The University of Lincoln,7,59,required,1,0
The University of Lincoln,8,71,required,1,0
The University of Lincoln,9,84,required,1,0
The University of Lincoln,10,100,required,1,0
The University of Lincoln,0,0,required,0,1
The University of Lincoln,1,5,required,0,1
The University of Lincoln,2,11,required,0,1
The University of Lincoln,3,18,required,0,1
The University of Lincoln,4,27,required,0,1
The University of Lincoln,5,37,required,0,1
The University of Lincoln,6,47,required,0,1
The University of Lincoln,7,58,required,0,1
The University of Lincoln,8,71,required,0,1
The University of Lincoln,9,85,required,0,1
The University of Lincoln,10,100,required,0,1
University of Nottingham,0,0,required,1,0
University of Nottingham,1,2,required,1,0
University of Nottingham,2,5,required,1,0
University of Nottingham,3,10,required,1,0
University of Nottingham,4,17,required,1,0
University of Nottingham,5,25,required,1,0
University of Nottingham,6,35,required,1,0
University of Nottingham,7,46,required,1,0
University of Nottingham,8,59,required,1,0
University of Nottingham,9,75,required,1,0
University of Nottingham,10,100,required,1,0
University of Nottingham,0,0,required,0,1
University of Nottingham,1,2,required,0,1
University of Nottingham,2,5,required,0,1
University of Nottingham,3,10,required,0,1
University of Nottingham,4,17,required,0,1
University of Nottingham,5,25,required,0,1
University of Nottingham,6,34,required,0,1
University of Nottingham,7,45,required,0,1
University of Nottingham,8,59,required,0,1
University of Nottingham,9,76,required,0,1
University of Nottingham,10,100,required,0,1
Liverpool Hope University,0,0,required,1,0
Liverpool Hope University,1,5,required,1,0
Liverpool Hope University,2,11,required,1,0
Liverpool Hope University,3,18,required,1,0
Liverpool Hope University,4,27,required,1,0
Liverpool Hope University,5,37,required,1,0
Liverpool Hope University,6,48,required,1,0
Liverpool Hope University,7,59,required,1,0
Liverpool Hope University,8,71,required,1,0
Liverpool Hope University,9,84,required,1,0
Liverpool Hope University,10,100,required,1,0
Liverpool Hope University,0,0,required,0,1
Liverpool Hope University,1,6,required,0,1
Liverpool Hope University,2,12,required,0,1
Liverpool Hope University,3,21,required,0,1
Liverpool Hope University,4,30,required,0,1
Liverpool Hope University,5,40,required,0,1
Liverpool Hope University,6,50,required,0,1
Liverpool Hope University,7,61,required,0,1
Liverpool Hope University,8,73,required,0,1
Liverpool Hope University,9,89,required,0,1
Liverpool Hope University,10,100,required,0,1
Buckinghamshire New University,0,0,required,1,0
Buckinghamshire New University,1,5,required,1,0
Buckinghamshire New University,2,11,required,1,0
Buckinghamshire New University,3,19,required,1,0
Buckinghamshire New University,4,28,required,1,0
Buckinghamshire New University,5,38,required,1,0
Buckinghamshire New University,6,49,required,1,0
Buckinghamshire New University,7,60,required,1,0
Buckinghamshire New University,8,72,required,1,0
Buckinghamshire New University,9,85,required,1,0
Buckinghamshire New University,10,100,required,1,0
Buckinghamshire New University,0,0,required,0,1
Buckinghamshire New University,1,5,required,0,1
Buckinghamshire New University,2,11,required,0,1
Buckinghamshire New University,3,18,required,0,1
Buckinghamshire New University,4,27,required,0,1
Buckinghamshire New University,5,37,required,0,1
Buckinghamshire New University,6,47,required,0,1
Buckinghamshire New University,7,57,required,0,1
Buckinghamshire New University,8,67,required,0,1
Buckinghamshire New University,9,80,required,0,1
Buckinghamshire New University,10,100,required,0,1
The University of Birmingham,0,0,required,1,0
The University of Birmingham,1,4,required,1,0
The University of Birmingham,2,9,required,1,0
The University of Birmingham,3,16,required,1,0
The University of Birmingham,4,24,required,1,0
The University of Birmingham,5,33,required,1,0
The University of Birmingham,6,43,required,1,0
The University of Birmingham,7,54,required,1,0
The University of Birmingham,8,66,required,1,0
The University of Birmingham,9,80,required,1,0
The University of Birmingham,10,100,required,1,0
The University of Birmingham,0,0,required,0,1
The University of Birmingham,1,7,required,0,1
The University of Birmingham,2,14,required,0,1
The University of Birmingham,3,23,required,0,1
The University of Birmingham,4,33,required,0,1
The University of Birmingham,5,42,required,0,1
The University of Birmingham,6,51,required,0,1
The University of Birmingham,7,61,required,0,1
The University of Birmingham,8,71,required,0,1
The University of Birmingham,9,83,required,0,1
The University of Birmingham,10,100,required,0,1
The University of Liverpool,0,0,required,1,0
The University of Liverpool,1,4,required,1,0
The University of Liverpool,2,9,required,1,0
The University of Liverpool,3,16,required,1,0
The University of Liverpool,4,25,required,1,0
The University of Liverpool,5,34,required,1,0
The University of Liverpool,6,44,required,1,0
The University of Liverpool,7,55,required,1,0
The University of Liverpool,8,67,required,1,0
The University of Liverpool,9,81,required,1,0
The University of Liverpool,10,100,required,1,0
The University of Liverpool,0,0,required,0,1
The University of Liverpool,1,6,required,0,1
The University of Liverpool,2,12,required,0,1
The University of Liverpool,3,21,required,0,1
The University of Liverpool,4,30,required,0,1
The University of Liverpool,5,39,required,0,1
The University of Liverpool,6,49,required,0,1
The University of Liverpool,7,59,required,0,1
The University of Liverpool,8,71,required,0,1
The University of Liverpool,9,85,required,0,1
The University of Liverpool,10,100,required,0,1
Solent University,0,0,required,1,0
Solent University,1,5,required,1,0
Solent University,2,11,required,1,0
Solent University,3,19,required,1,0
Solent University,4,28,required,1,0
Solent University,5,38,required,1,0
Solent University,6,49,required,1,0
Solent University,7,60,required,1,0
Solent University,8,72,required,1,0
Solent University,9,85,required,1,0
Solent University,10,100,required,1,0
Solent University,0,0,required,0,1
Solent University,1,5,required,0,1
Solent University,2,11,required,0,1
Solent University,3,18,required,0,1
Solent University,4,27,required,0,1
Solent University,5,37,required,0,1
Solent University,6,47,required,0,1
Solent University,7,58,required,0,1
Solent University,8,70,required,0,1
Solent University,9,83,required,0,1
Solent University,10,100,required,0,1
The University of Lancaster,0,0,required,1,0
The University of Lancaster,1,4,required,1,0
The University of Lancaster,2,9,required,1,0
The University of Lancaster,3,16,required,1,0
The University of Lancaster,4,24,required,1,0
The University of Lancaster,5,33,required,1,0
The University of Lancaster,6,43,required,1,0
The University of Lancaster,7,54,required,1,0
The University of Lancaster,8,66,required,1,0
The University of Lancaster,9,80,required,1,0
The University of Lancaster,10,100,required,1,0
The University of Lancaster,0,0,required,0,1
The University of Lancaster,1,4,required,0,1
The University of Lancaster,2,9,required,0,1
The University of Lancaster,3,16,required,0,1
The University of Lancaster,4,25,required,0,1
The University of Lancaster,5,34,required,0,1
The University of Lancaster,6,44,required,0,1
The University of Lancaster,7,55,required,0,1
The University of Lancaster,8,69,required,0,1
The University of Lancaster,9,85,required,0,1
The University of Lancaster,10,100,required,0,1
De Montfort University,0,0,required,1,0
De Montfort University,1,5,required,1,0
De Montfort University,2,11,required,1,0
De Montfort University,3,19,required,1,0
De Montfort University,4,28,required,1,0
De Montfort University,5,38,required,1,0
De Montfort University,6,49,required,1,0
De Montfort University,7,60,required,1,0
De Montfort University,8,72,required,1,0
De Montfort University,9,85,required,1,0
De Montfort University,10,100,required,1,0
De Montfort University,0,0,required,0,1
De Montfort University,1,6,required,0,1
De Montfort University,2,13,required,0,1
De Montfort University,3,22,required,0,1
De Montfort University,4,33,required,0,1
De Montfort University,5,43,required,0,1
De Montfort University,6,53,required,0,1
De Montfort University,7,63,required,0,1
De Montfort University,8,74,required,0,1
De Montfort University,9,87,required,0,1
De Montfort University,10,100,required,0,1
The University of Hull,0,0,required,1,0
The University of Hull,1,5,required,1,0
The University of Hull,2,11,required,1,0
The University of Hull,3,18,required,1,0
The University of Hull,4,27,required,1,0
The University of Hull,5,37,required,1,0
The University of Hull,6,48,required,1,0
The University of Hull,7,59,required,1,0
The University of Hull,8,71,required,1,0
The University of Hull,9,84,required,1,0
The University of Hull,10,100,required,1,0
The University of Hull,0,0,required,0,1
The University of Hull,1,5,required,0,1
The University of Hull,2,11,required,0,1
The University of Hull,3,19,required,0,1
The University of Hull,4,28,required,0,1
The University of Hull,5,37,required,0,1
The University of Hull,6,47,required,0,1
The University of Hull,7,58,required,0,1
The University of Hull,8,71,required,0,1
The University of Hull,9,85,required,0,1
The University of Hull,10,100,required,0,1
The University of West London,0,0,required,1,0
The University of West London,1,5,required,1,0
The University of West London,2,11,required,1,0
The University of West London,3,19,required,1,0
The University of West London,4,28,required,1,0
The University of West London,5,38,required,1,0
The University of West London,6,49,required,1,0
The University of West London,7,60,required,1,0
The University of West London,8,72,required,1,0
The University of West London,9,85,required,1,0
The University of West London,10,100,required,1,0
The University of West London,0,0,required,0,1
The University of West London,1,7,required,0,1
The University of West London,2,15,required,0,1
The University of West London,3,25,required,0,1
The University of West London,4,38,required,0,1
The University of West London,5,48,required,0,1
The University of West London,6,57,required,0,1
The University of West London,7,65,required,0,1
The University of West London,8,73,required,0,1
The University of West London,9,82,required,0,1
The University of West London,10,100,required,0,1
Leeds Beckett University,0,0,required,1,0
Leeds Beckett University,1,5,required,1,0
Leeds Beckett University,2,11,required,1,0
Leeds Beckett University,3,19,required,1,0
Leeds Beckett University,4,28,required,1,0
Leeds Beckett University,5,38,required,1,0
Leeds Beckett University,6,49,required,1,0
Leeds Beckett University,7,60,required,1,0
Leeds Beckett University,8,72,required,1,0
Leeds Beckett University,9,85,required,1,0
Leeds Beckett University,10,100,required,1,0
Leeds Beckett University,0,0,required,0,1
Leeds Beckett University,1,6,required,0,1
Leeds Beckett University,2,12,required,0,1
Leeds Beckett University,3,20,required,0,1
Leeds Beckett University,4,31,required,0,1
Leeds Beckett University,5,40,required,0,1
Leeds Beckett University,6,49,required,0,1
Leeds Beckett University,7,60,required,0,1
Leeds Beckett University,8,72,required,0,1
Leeds Beckett University,9,87,required,0,1
Leeds Beckett University,10,100,required,0,1
The University of Huddersfield,0,0,required,1,0
The University of Huddersfield,1,5,required,1,0
The University of Huddersfield,2,11,required,1,0
The University of Huddersfield,3,18,required,1,0
The University of Huddersfield,4,27,required,1,0
The University of Huddersfield,5,37,required,1,0
The University of Huddersfield,6,48,required,1,0
The University of Huddersfield,7,59,required,1,0
The University of Huddersfield,8,71,required,1,0
The University of Huddersfield,9,84,required,1,0
The University of Huddersfield,10,100,required,1,0
The University of Huddersfield,0,0,required,0,1
The University of Huddersfield,1,6,required,0,1
The University of Huddersfield,2,12,required,0,1
The University of Huddersfield,3,20,required,0,1
The University of Huddersfield,4,31,required,0,1
The University of Huddersfield,5,42,required,0,1
The University of Huddersfield,6,52,required,0,1
The University of Huddersfield,7,63,required,0,1
The University of Huddersfield,8,75,required,0,1
The University of Huddersfield,9,88,required,0,1
The University of Huddersfield,10,100,required,0,1
University of Hertfordshire,0,0,required,1,0
University of Hertfordshire,1,5,required,1,0
University of Hertfordshire,2,11,required,1,0
University of Hertfordshire,3,18,required,1,0
University of Hertfordshire,4,27,required,1,0
University of Hertfordshire,5,37,required,1,0
University of Hertfordshire,6,48,required,1,0
University of Hertfordshire,7,59,required,1,0
University of Hertfordshire,8,71,required,1,0
University of Hertfordshire,9,84,required,1,0
University of Hertfordshire,10,100,required,1,0
University of Hertfordshire,0,0,required,0,1
University of Hertfordshire,1,6,required,0,1
University of Hertfordshire,2,13,required,0,1
University of Hertfordshire,3,21,required,0,1
University of Hertfordshire,4,31,required,0,1
University of Hertfordshire,5,42,required,0,1
University of Hertfordshire,6,52,required,0,1
University of Hertfordshire,7,61,required,0,1
University of Hertfordshire,8,71,required,0,1
University of Hertfordshire,9,82,required,0,1
University of Hertfordshire,10,100,required,0,1
Middlesex University,0,0,required,1,0
Middlesex University,1,5,required,1,0
Middlesex University,2,11,required,1,0
Middlesex University,3,19,required,1,0
Middlesex University,4,28,required,1,0
Middlesex University,5,38,required,1,0
Middlesex University,6,49,required,1,0
Middlesex University,7,60,required,1,0
Middlesex University,8,72,required,1,0
Middlesex University,9,85,required,1,0
Middlesex University,10,100,required,1,0
Middlesex University,0,0,required,0,1
Middlesex University,1,8,required,0,1
Middlesex University,2,17,required,0,1
Middlesex University,3,28,required,0,1
Middlesex University,4,40,required,0,1
Middlesex University,5,51,required,0,1
Middlesex University,6,61,required,0,1
Middlesex University,7,69,required,0,1
Middlesex University,8,78,required,0,1
Middlesex University,9,86,required,0,1
Middlesex University,10,100,required,0,1
The University of Reading,0,0,required,1,0
The University of Reading,1,5,required,1,0
The University of Reading,2,11,required,1,0
The University of Reading,3,18,required,1,0
The University of Reading,4,27,required,1,0
The University of Reading,5,37,required,1,0
The University of Reading,6,48,required,1,0
The University of Reading,7,59,required,1,0
The University of Reading,8,71,required,1,0
The University of Reading,9,85,required,1,0
The University of Reading,10,100,required,1,0
The University of Reading,0,0,required,0,1
The University of Reading,1,4,required,0,1
The University of Reading,2,9,required,0,1
The University of Reading,3,15,required,0,1
The University of Reading,4,23,required,0,1
The University of Reading,5,32,required,0,1
The University of Reading,6,42,required,0,1
The University of Reading,7,52,required,0,1
The University of Reading,8,63,required,0,1
The University of Reading,9,78,required,0,1
The University of Reading,10,100,required,0,1
Newcastle University,0,0,required,1,0
Newcastle University,1,3,required,1,0
Newcastle University,2,7,required,1,0
Newcastle University,3,12,required,1,0
Newcastle University,4,19,required,1,0
Newcastle University,5,27,required,1,0
Newcastle University,6,37,required,1,0
Newcastle University,7,48,required,1,0
Newcastle University,8,61,required,1,0
Newcastle University,9,76,required,1,0
Newcastle University,10,100,required,1,0
Newcastle University,0,0,required,0,1
Newcastle University,1,3,required,0,1
Newcastle University,2,6,required,0,1
Newcastle University,3,12,required,0,1
Newcastle University,4,19,required,0,1
Newcastle University,5,26,required,0,1
Newcastle University,6,34,required,0,1
Newcastle University,7,42,required,0,1
Newcastle University,8,52,required,0,1
Newcastle University,9,67,required,0,1
Newcastle University,10,100,required,0,1
The University of Bristol,0,0,required,1,0
The University of Bristol,1,2,required,1,0
The University of Bristol,2,5,required,1,0
The University of Bristol,3,10,required,1,0
The University of Bristol,4,17,required,1,0
The University of Bristol,5,25,required,1,0
The University of Bristol,6,35,required,1,0
The University of Bristol,7,46,required,1,0
The University of Bristol,8,59,required,1,0
The University of Bristol,9,75,required,1,0
The University of Bristol,10,100,required,1,0
The University of Bristol,0,0,required,0,1
The University of Bristol,1,2,required,0,1
The University of Bristol,2,4,required,0,1
The University of Bristol,3,7,required,0,1
The University of Bristol,4,12,required,0,1
The University of Bristol,5,18,required,0,1
The University of Bristol,6,25,required,0,1
The University of Bristol,7,33,required,0,1
The University of Bristol,8,44,required,0,1
The University of Bristol,9,60,required,0,1
The University of Bristol,10,100,required,0,1
The University of Brighton,0,0,required,1,0
The University of Brighton,1,5,required,1,0
The University of Brighton,2,11,required,1,0
The University of Brighton,3,19,required,1,0
The University of Brighton,4,28,required,1,0
The University of Brighton,5,38,required,1,0
The University of Brighton,6,49,required,1,0
The University of Brighton,7,60,required,1,0
The University of Brighton,8,72,required,1,0
The University of Brighton,9,85,required,1,0
The University of Brighton,10,100,required,1,0
The University of Brighton,0,0,required,0,1
The University of Brighton,1,5,required,0,1
The University of Brighton,2,11,required,0,1
The University of Brighton,3,18,required,0,1
The University of Brighton,4,27,required,0,1
The University of Brighton,5,36,required,0,1
The University of Brighton,6,48,required,0,1
The University of Brighton,7,60,required,0,1
The University of Brighton,8,71,required,0,1
The University of Brighton,9,82,required,0,1
The University of Brighton,10,100,required,0,1
The University of Sunderland,0,0,required,1,0
The University of Sunderland,1,5,required,1,0
The University of Sunderland,2,11,required,1,0
The University of Sunderland,3,19,required,1,0
The University of Sunderland,4,28,required,1,0
The University of Sunderland,5,38,required,1,0
The University of Sunderland,6,49,required,1,0
The University of Sunderland,7,60,required,1,0
The University of Sunderland,8,72,required,1,0
The University of Sunderland,9,85,required,1,0
The University of Sunderland,10,100,required,1,0
The University of Sunderland,0,0,required,0,1
The University of Sunderland,1,6,required,0,1
The University of Sunderland,2,12,required,0,1
The University of Sunderland,3,20,required,0,1
The University of Sunderland,4,32,required,0,1
The University of Sunderland,5,43,required,0,1
The University of Sunderland,6,53,required,0,1
The University of Sunderland,7,63,required,0,1
The University of Sunderland,8,74,required,0,1
The University of Sunderland,9,88,required,0,1
The University of Sunderland,10,100,required,0,1
Royal Holloway and Bedford New College,0,0,required,1,0
Royal Holloway and Bedford New College,1,4,required,1,0
Royal Holloway and Bedford New College,2,9,required,1,0
Royal Holloway and Bedford New College,3,16,required,1,0
Royal Holloway and Bedford New College,4,25,required,1,0
Royal Holloway and Bedford New College,5,34,required,1,0
Royal Holloway and Bedford New College,6,44,required,1,0
Royal Holloway and Bedford New College,7,55,required,1,0
Royal Holloway and Bedford New College,8,67,required,1,0
Royal Holloway and Bedford New College,9,81,required,1,0
Royal Holloway and Bedford New College,10,100,required,1,0
Royal Holloway and Bedford New College,0,0,required,0,1
Royal Holloway and Bedford New College,1,5,required,0,1
Royal Holloway and Bedford New College,2,10,required,0,1
Royal Holloway and Bedford New College,3,17,required,0,1
Royal Holloway and Bedford New College,4,26,required,0,1
Royal Holloway and Bedford New College,5,36,required,0,1
Royal Holloway and Bedford New College,6,45,required,0,1
Royal Holloway and Bedford New College,7,55,required,0,1
Royal Holloway and Bedford New College,8,66,required,0,1
Royal Holloway and Bedford New College,9,78,required,0,1
Royal Holloway and Bedford New College,10,100,required,0,1
The University of Essex,0,0,required,1,0
The University of Essex,1,5,required,1,0
The University of Essex,2,11,required,1,0
The University of Essex,3,18,required,1,0
The University of Essex,4,27,required,1,0
The University of Essex,5,37,required,1,0
The University of Essex,6,48,required,1,0
The University of Essex,7,59,required,1,0
The University of Essex,8,71,required,1,0
The University of Essex,9,84,required,1,0
The University of Essex,10,100,required,1,0
The University of Essex,0,0,required,0,1
The University of Essex,1,5,required,0,1
The University of Essex,2,11,required,0,1
The University of Essex,3,19,required,0,1
The University of Essex,4,29,required,0,1
The University of Essex,5,39,required,0,1
The University of Essex,6,49,required,0,1
The University of Essex,7,61,required,0,1
The University of Essex,8,73,required,0,1
The University of Essex,9,85,required,0,1
The University of Essex,10,100,required,0,1
University College London,0,0,required,1,0
University College London,1,2,required,1,0
University College London,2,5,required,1,0
University College London,3,10,required,1,0
University College London,4,17,required,1,0
University College London,5,25,required,1,0
University College London,6,35,required,1,0
University College London,7,46,required,1,0
University College London,8,59,required,1,0
University College London,9,75,required,1,0
University College London,10,100,required,1,0
University College London,0,0,required,0,1
University College London,1,6,required,0,1
University College London,2,12,required,0,1
University College London,3,21,required,0,1
University College London,4,32,required,0,1
University College London,5,40,required,0,1
University College London,6,47,required,0,1
University College London,7,54,required,0,1
University College London,8,61,required,0,1
University College London,9,69,required,0,1
University College London,10,100,required,0,1
The University of Surrey,0,0,required,1,0
The University of Surrey,1,4,required,1,0
The University of Surrey,2,9,required,1,0
The University of Surrey,3,16,required,1,0
The University of Surrey,4,25,required,1,0
The University of Surrey,5,34,required,1,0
The University of Surrey,6,44,required,1,0
The University of Surrey,7,55,required,1,0
The University of Surrey,8,67,required,1,0
The University of Surrey,9,81,required,1,0
The University of Surrey,10,100,required,1,0
The University of Surrey,0,0,required,0,1
The University of Surrey,1,4,required,0,1
The University of Surrey,2,9,required,0,1
The University of Surrey,3,15,required,0,1
The University of Surrey,4,23,required,0,1
The University of Surrey,5,32,required,0,1
The University of Surrey,6,41,required,0,1
The University of Surrey,7,50,required,0,1
The University of Surrey,8,61,required,0,1
The University of Surrey,9,74,required,0,1
The University of Surrey,10,100,required,0,1
The University of Oxford,0,0,required,1,0
The University of Oxford,1,2,required,1,0
The University of Oxford,2,5,required,1,0
The University of Oxford,3,10,required,1,0
The University of Oxford,4,16,required,1,0
The University of Oxford,5,24,required,1,0
The University of Oxford,6,34,required,1,0
The University of Oxford,7,45,required,1,0
The University of Oxford,8,58,required,1,0
The University of Oxford,9,74,required,1,0
The University of Oxford,10,100,required,1,0
The University of Oxford,0,0,required,0,1
The University of Oxford,1,1,required,0,1
The University of Oxford,2,3,required,0,1
The University of Oxford,3,6,required,0,1
The University of Oxford,4,11,required,0,1
The University of Oxford,5,17,required,0,1
The University of Oxford,6,25,required,0,1
The University of Oxford,7,34,required,0,1
The University of Oxford,8,44,required,0,1
The University of Oxford,9,57,required,0,1
The University of Oxford,10,100,required,0,1
"University of the West of England, Bristol",0,0,required,1,0
"University of the West of England, Bristol",1,5,required,1,0
"University of the West of England, Bristol",2,11,required,1,0
"University of the West of England, Bristol",3,18,required,1,0
"University of the West of England, Bristol",4,27,required,1,0
"University of the West of England, Bristol",5,37,required,1,0
"University of the West of England, Bristol",6,48,required,1,0
"University of the West of England, Bristol",7,59,required,1,0
"University of the West of England, Bristol",8,71,required,1,0
