"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used"
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hampshire","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.890","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Haringey","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.554","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Harrow","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.664","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hartlepool","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.326","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Havering","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.667","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Herefordshire, County of","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.423","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hertfordshire CC","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.477","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Highland","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.391","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hillingdon","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.211","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hounslow","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.633","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Inverclyde","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.680","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Isle of Anglesey","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.419","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Isle of Wight","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.018","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Islington","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.460","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kensington and Chelsea","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.688","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kent","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.200","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kingston upon Hull, City of","time_period","2012 to 2017","zscore_category","Bottom 5%",NA,NA,NA,NA,"2012 to 2017","-2.029","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kingston upon Thames","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.931","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kirklees","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.459","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Knowsley","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.173","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Lambeth","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.857","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Lancashire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.306","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Leeds","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.014","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Leicester","time_period","2012 to 2017","zscore_category","Bottom 5%",NA,NA,NA,NA,"2012 to 2017","-1.742","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Leicestershire CC","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.295","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Lewisham","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.289","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Lincolnshire CC","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.643","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Liverpool","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.479","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Luton","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.110","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Manchester","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.711","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Medway","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.799","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Merthyr Tydfil","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.181","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Merton","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","2.014","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Middlesbrough","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.270","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Midlothian","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.015","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Milton Keynes","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.887","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Monmouthshire","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.857","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Moray","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.334","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Na h-Eileanan Siar","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.317","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Neath Port Talbot","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.425","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Newcastle upon Tyne","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.425","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Newham","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.274","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Newport","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.572","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Ayrshire mainland","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.051","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North East Lincolnshire","time_period","2012 to 2017","zscore_category","Bottom 5%",NA,NA,NA,NA,"2012 to 2017","-1.734","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Lanarkshire","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.565","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Lincolnshire","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.040","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Northamptonshire","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.529","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Somerset","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.880","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Tyneside","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.099","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Yorkshire CC","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.380","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Northern Ireland","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.603","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Northumberland","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.202","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Norwich and Norfolk","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.496","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Nottingham","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.963","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Nottinghamshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.022","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Oldham","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.404","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Orkney Islands","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.363","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Oxfordshire CC","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.598","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Pembrokeshire","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.702","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Perth and Kinross","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.533","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Peterborough","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.750","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Plymouth","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.590","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Portsmouth","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.294","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Powys","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.736","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Reading","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.199","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Redbridge","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.019","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Redcar and Cleveland","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.134","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Renfrewshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.008","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Rhondda Cynon Taf","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.631","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Richmond upon Thames","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","3.477","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Rochdale","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.245","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Rotherham","time_period","2012 to 2017","zscore_category","Bottom 5%",NA,NA,NA,NA,"2012 to 2017","-1.594","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Rutland","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.127","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Salford","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.748","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sandwell","time_period","2012 to 2017","zscore_category","Bottom 5%",NA,NA,NA,NA,"2012 to 2017","-2.013","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Scottish Borders","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.751","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sefton","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.256","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sheffield","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.202","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Shetland Islands","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.142","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Shropshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.021","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Slough","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.543","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Solihull","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.907","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Somerset CC","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.003","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","South Ayrshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.159","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","South Gloucestershire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.343","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","South Lanarkshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.145","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","South Tyneside","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.900","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Southampton","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.329","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Southend-on-Sea","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.099","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Southwark","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.829","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","St Helens","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.738","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Staffordshire CC","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.008","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Stirling","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.408","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Stockport","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.087","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Stockton-on-Tees","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.397","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Stoke-on-Trent","time_period","2012 to 2017","zscore_category","Bottom 5%",NA,NA,NA,NA,"2012 to 2017","-1.599","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Suffolk CC","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.275","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sunderland","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.253","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Surrey","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.916","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sutton","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.328","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Swansea","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.576","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Swindon","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.233","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Tameside","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.792","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Telford and Wrekin","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.456","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Thurrock","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.621","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Torbay","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.734","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Torfaen","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.407","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Tower Hamlets","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.075","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Trafford","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.134","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Vale of Glamorgan","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.395","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wakefield","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.023","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Walsall","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.170","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Waltham Forest","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.070","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wandsworth","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","3.098","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Warrington","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.817","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Warwickshire CC","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.708","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","West Berkshire","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.693","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","West Dunbartonshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.394","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","West Lothian","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.112","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","West Northamptonshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.102","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
