"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window","background_label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","profession","Lower professional",,,"2014-2025",33.928,30.389,37.495,528,"Average","3-year moving average","2018 to 2020","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","profession","Lower professional",,,"2014-2025",34.616,31.231,38.225,545,"Average","3-year moving average","2019 to 2021","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","profession","Lower professional",,,"2014-2025",32.954,29.632,36.498,498,"Average","3-year moving average","2020 to 2022","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","profession","Lower professional",,,"2014-2025",32.918,29.54,36.565,426,"Average","3-year moving average","2021 to 2023","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","profession","Lower professional",,,"2014-2025",32.898,29.417,36.571,357,"Average","3-year moving average","2022 to 2024","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","profession","Lower professional",,,"2014-2025",32.729,29.301,36.333,399,"Average","3-year moving average","2023 to 2025","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","profession","Intermediate",,,"2014-2025",18.402,15.421,21.862,561,"Average","3-year moving average","2014 to 2016","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","profession","Intermediate",,,"2014-2025",17.936,15.115,21.214,579,"Average","3-year moving average","2015 to 2017","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","profession","Intermediate",,,"2014-2025",17.362,14.571,20.538,561,"Average","3-year moving average","2016 to 2018","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","profession","Intermediate",,,"2014-2025",17.388,14.624,20.458,574,"Average","3-year moving average","2017 to 2019","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","profession","Intermediate",,,"2014-2025",18.309,15.529,21.366,528,"Average","3-year moving average","2018 to 2020","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","profession","Intermediate",,,"2014-2025",17.914,15.268,20.942,545,"Average","3-year moving average","2019 to 2021","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","profession","Intermediate",,,"2014-2025",16.945,14.31,19.818,498,"Average","3-year moving average","2020 to 2022","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","profession","Intermediate",,,"2014-2025",15.701,13.157,18.637,426,"Average","3-year moving average","2021 to 2023","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","profession","Intermediate",,,"2014-2025",15.262,12.72,18.245,357,"Average","3-year moving average","2022 to 2024","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","profession","Intermediate",,,"2014-2025",14.49,12.06,17.388,399,"Average","3-year moving average","2023 to 2025","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","profession","Higher working",,,"2014-2025",13.736,11.185,16.945,561,"Average","3-year moving average","2014 to 2016","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","profession","Higher working",,,"2014-2025",14.092,11.512,17.055,579,"Average","3-year moving average","2015 to 2017","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","profession","Higher working",,,"2014-2025",13.722,11.174,16.607,561,"Average","3-year moving average","2016 to 2018","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","profession","Higher working",,,"2014-2025",11.796,9.489,14.483,574,"Average","3-year moving average","2017 to 2019","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","profession","Higher working",,,"2014-2025",11.059,8.879,13.652,528,"Average","3-year moving average","2018 to 2020","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","profession","Higher working",,,"2014-2025",10.232,8.146,12.661,545,"Average","3-year moving average","2019 to 2021","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","profession","Higher working",,,"2014-2025",9.586,7.554,11.909,498,"Average","3-year moving average","2020 to 2022","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","profession","Higher working",,,"2014-2025",7.693,5.913,9.985,426,"Average","3-year moving average","2021 to 2023","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","profession","Higher working",,,"2014-2025",7.194,5.373,9.386,357,"Average","3-year moving average","2022 to 2024","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","profession","Higher working",,,"2014-2025",8.559,6.694,10.975,399,"Average","3-year moving average","2023 to 2025","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","profession","Lower working",,,"2014-2025",13.883,11.185,16.945,561,"Average","3-year moving average","2014 to 2016","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","profession","Lower working",,,"2014-2025",13.682,11.226,16.719,579,"Average","3-year moving average","2015 to 2017","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","profession","Lower working",,,"2014-2025",12.432,10.055,15.283,561,"Average","3-year moving average","2016 to 2018","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","profession","Lower working",,,"2014-2025",11.325,9.089,14.005,574,"Average","3-year moving average","2017 to 2019","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","profession","Lower working",,,"2014-2025",10.833,8.623,13.344,528,"Average","3-year moving average","2018 to 2020","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","profession","Lower working",,,"2014-2025",11.374,9.252,13.987,545,"Average","3-year moving average","2019 to 2021","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","profession","Lower working",,,"2014-2025",12.024,9.858,14.67,498,"Average","3-year moving average","2020 to 2022","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","profession","Lower working",,,"2014-2025",12.982,10.704,15.79,426,"Average","3-year moving average","2021 to 2023","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","profession","Lower working",,,"2014-2025",13.672,11.247,16.533,357,"Average","3-year moving average","2022 to 2024","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","profession","Lower working",,,"2014-2025",13.151,10.765,15.878,399,"Average","3-year moving average","2023 to 2025","Higher professional background"
